何	hé	835	whatwhichwhowherewhy?
便	biàn	836	convenient
丈	zhàng	837	100 Chinese inches
使	shǐ	838	use (v.)
久	jiǔ	839	long time
内	nèi	840	internal
呐	nà	841	holler (v.)
丙	bǐng	842	third
柄	bǐng	843	handle (n.)
肉	ròu	844	meat
腐	fǔ	845	rotten
从	cóng	846	follow
众	zhòng	847	multitude
坐	zuò	848	sit
座	zuò	849	seat (n.)
巫	wū	850	witch
喝	hē	851	drink (v.)
渴	kě	852	thirsty
任	rèn	853	appoint
廷	tíng	854	royal court
庭	tíng	855	court of law
头	tóu	856	head (n.)
实	shí	857	reality
买	mǎi	858	buy
卖	mài	859	sell
读	dú	860	read
以	yǐ	861	by means of
似	sì	862	similar
并	bìng	863	combine (v.)
拼	pīn	864	piece together
吕	lǚ	865	spine
侣	lǚ	866	associate (n.)
荣	róng	867	glory (n.)
劳	láo	868	labor (n.)
营	yíng	869	camp (n.)
善	shàn	870	virtuous
年	nián	871	year
夜	yè	872	night
液	yè	873	liquid
旅	lǚ	874	travel (v.)
施	shī	875	execute
游	yóu	876	go swimming
勿	wù	877	not
忽	hū	878	suddenly
物	wù	879	thing
易	yì	880	easy
赐	cì	881	grant (v.)
尸	shī	882	corpse
尼	ní	883	nun
呢	ne; ní	884	woolen cloth
泥	ní	885	mud
屋	wū	886	habitation
握	wò	887	grip (v.)
居	jū	888	reside
锯	jù	889	saw (n.)
剧	jù	890	drama
据	jù	891	certificate
层	céng	892	story
局	jú	893	bureau
尺	chǐ	894	ruler
尽	jìn	895	exhausted
户	hù	896	door
房	fáng	897	domicile
雇	gù	898	hire (v.)
护	hù	899	protect
示	shì	900	show (v.)
社	shè	901	society
礼	lǐ	902	ceremony
视	shì	903	inspect
福	fú	904	happiness
标	biāo	905	mark (n.)
禁	jìn	906	prohibit
襟	jīn	907	front of a garment
宗	zōng	908	religion
崇	chóng	909	worship (v.)
祭	jì	910	offer sacrifice
察	chá	911	scrutinize
擦	cā	912	scrub
由	yóu	913	wherefore (n.)
抽	chōu	914	take out
油	yóu	915	oil
甲	jiǎ	916	first
押	yā	917	pawn (v.)
申	shēn	918	express
伸	shēn	919	extend
神	shén	920	gods
果	guǒ	921	fruit
课	kè	922	lesson
颗	kē	923	granule
斤	jīn	924	catty (n.)
听	tīng	925	listen
所	suǒ	926	place (n.)
近	jìn	927	near
斩	zhǎn	928	hew
暂	zàn	929	temporary
渐	jiàn	930	gradually
断	duàn	931	sever
折	zhé	932	discount
哲	zhé	933	philosopher
逝	shì	934	pass away
斥	chì	935	reprimand (v.)
诉	sù	936	accuse
乍	zhà	937	for the first time
怎	zěn	938	how?
昨	zuó	939	yesterday
作	zuò	940	do
雪	xuě	941	snow (n.)
灵	líng	942	spirit
妇	fù	943	married woman
扫	sǎo	944	sweep
寻	xún	945	seek
急	jí	946	anxious
当	dāng	947	work as
档	dàng	948	files
录	lù	949	record (v.)
碌	lù	950	commonplace (adj.)
争	zhēng	951	contend
净	jìng	952	clean (adj.)
事	shì	953	matter
唐	táng	954	Tang
糖	táng	955	sugar
康	kāng	956	hale
尹	yǐn	957	overseer
伊	yī	958	Queen Elizabeth
君	jūn	959	monarch
裙	qún	960	skirt (n.)
群	qún	961	crowd (n.)
而	ér	962	and
需	xū	963	need (v.)
儒	rú	964	Confucian
瑞	ruì	965	auspicious
端	duān	966	upright
曲	qū	967	bent
斗	dǒu	968	big dipper
料	liào	969	material (n.)
科	kē	970	academic discipline
用	yòng	971	utilize
确	què	972	reliable
昔	xī	973	times past
借	jiè	974	borrow
错	cuò	975	mistaken
散	sǎn	976	scattered
撒	sǎ	977	scatter
廿	niàn	978	twenty
席	xí	979	mat
度	dù	980	degrees
渡	dù	981	ferry (n. / v.)
半	bàn	982	half (n. / adj.)
伴	bàn	983	partner
胖	pàng	984	fat (adj.)
判	pàn	985	judge (v.)
眷	juàn	986	dependents
拳	quán	987	boxing (n.)
片	piàn	988	slice (n.)
版	bǎn	989	printing plate
之	zhī	990	of
乏	fá	991	weary
眨	zhǎ	992	blink (v.)
不	bù	993	no
否	fǒu	994	negate
坏	huài	995	bad
环	huán	996	ring (n.)
杯	bēi	997	cup
还	huán	998	give back
怀	huái	999	cherish
矢	shǐ	1000	dart (n.)
族	zú	1001	tribe
知	zhī	1002	know
智	zhì	1003	wisdom
矛	máo	1004	spear (n.)
柔	róu	1005	gentle
揉	róu	1006	knead
予	yǔ	1007	bestow
序	xù	1008	preface (n.)
预	yù	1009	beforehand
野	yě	1010	wild (adj.)
班	bān	1011	class
临	lín	1012	be about to
坚	jiān	1013	firm (adj.)
贤	xián	1014	worthy
弓	gōng	1015	bow (n.)
引	yǐn	1016	draw (v.)
弥	mí	1017	fill (v.)
强	qiáng	1018	strong
弱	ruò	1019	weak
单	dān	1020	list (n.)
弹	dàn	1021	bullet
费	fèi	1022	expense
佛	fó	1023	Buddha
弟	dì	1024	younger brother
第	dì	1025	No.
巧	qiǎo	1026	adroit
号	hào	1027	appellation
身	shēn	1028	somebody
射	shè	1029	shoot (v.)
谢	xiè	1030	thank
老	lǎo	1031	old man
考	kǎo	1032	take an exam
烤	kǎo	1033	roast (v.)
与	yǔ	1034	offer (v.)
写	xiě	1035	write
泻	xiè	1036	diarrhea
孝	xiào	1037	filial piety
教	jiāo	1038	teach
者	zhě	1039	someone
著	zhù	1040	author (v.)
猪	zhū	1041	pig
追	zhuī	1042	chase
官	guān	1043	bureaucrat
管	guǎn	1044	pipe
父	fù	1045	father
交	jiāo	1046	mingle
效	xiào	1047	effect (n.)
较	jiào	1048	relatively
校	xiào	1049	school (n.)
足	zú	1050	lower leg
跑	pǎo	1051	run (v.)
跳	tiào	1052	jump (v.)
路	lù	1053	path
露	lù	1054	dew
骨	gǔ	1055	skeleton
滑	huá	1056	slippery
阿	ā	1057	Apollo
啊	ā	1058	aah!
随	suí	1059	as you wish
阳	yáng	1060	Yang
阴	yīn	1061	Yin
荫	yìn	1062	shady
防	fáng	1063	ward off
附	fù	1064	attach
际	jì	1065	occasion (n.)
阶	jiē	1066	stairs
院	yuàn	1067	Inst.
阵	zhèn	1068	battle formation
队	duì	1069	team
坠	jiē	1070	plunge (v.)
降	jiàng	1071	descend
穴	xué	1072	hole
究	jiū	1073	research
突	tū	1074	abruptly
空	kōng	1075	empty
控	kòng	1076	control (v.)
深	shēn	1077	deep
探	tàn	1078	spy (n.)
丘	qiū	1079	hill
兵	bīng	1080	troops
丝	sī	1081	silk
织	zhī	1082	weave (v.)
线	xiàn	1083	line (n.)
维	wéi	1084	maintain
统	tǒng	1085	continuum
给	gěi	1086	give
结	jié	1087	tie (v.)
终	zhōng	1088	end (n.)
级	jí	1089	rank (n.)
纪	jì	1090	epoch
红	hóng	1091	red
约	yuē	1092	make an appointment
